sample	segment_count	included
TCGA-13-1509-01	362	yes
TCGA-13-1510-01	440	yes
TCGA-13-1511-01	674	yes
TCGA-13-1512-01	304	yes
TCGA-13-1817-01	117	yes
TCGA-13-1819-01	432	yes
TCGA-13-2057-01	442	yes
TCGA-13-2059-01	916	yes
TCGA-13-2060-01	419	yes
TCGA-13-2065-01	280	yes
TCGA-13-2071-01	271	yes
TCGA-20-0987-01	777	yes
TCGA-20-0990-01	405	yes
TCGA-20-0991-01	182	yes
TCGA-20-0996-01	75	yes
TCGA-20-1682-01	229	yes
TCGA-20-1683-01	329	yes
TCGA-20-1684-01	981	yes
TCGA-20-1685-01	227	yes
TCGA-20-1686-01	279	yes
TCGA-20-1687-01	207	yes
TCGA-23-1021-01	190	yes
TCGA-23-1022-01	374	yes
TCGA-23-1023-01	227	yes
TCGA-23-1024-01	287	yes
TCGA-23-1026-01	248	yes
TCGA-23-1027-01	397	yes
TCGA-23-1028-01	288	yes
TCGA-23-1029-01	138	yes
TCGA-23-1030-01	357	yes
TCGA-23-1031-01	217	yes
TCGA-23-1032-01	463	yes
TCGA-23-1109-01	266	yes
TCGA-23-1110-01	292	yes
TCGA-23-1111-01	248	yes
TCGA-23-1113-01	140	yes
TCGA-23-1114-01	261	yes
TCGA-23-1116-01	210	yes
TCGA-23-1117-01	397	yes
TCGA-23-1118-01	405	yes
TCGA-23-1119-01	250	yes
TCGA-23-1120-01	349	yes
TCGA-23-1121-01	800	yes
TCGA-23-1122-01	251	yes
TCGA-23-1123-01	336	yes
TCGA-23-1124-01	448	yes
TCGA-23-1809-01	289	yes
TCGA-23-2072-01	359	yes
TCGA-23-2077-01	227	yes
TCGA-23-2078-01	379	yes
TCGA-23-2079-01	186	yes
TCGA-23-2081-01	185	yes
TCGA-23-2084-01	189	yes
TCGA-23-2641-01	220	yes
TCGA-23-2643-01	473	yes
TCGA-23-2645-01	385	yes
TCGA-24-0966-01	241	yes
TCGA-24-0968-01	311	yes
TCGA-24-0970-01	469	yes
TCGA-24-0975-01	91	yes
TCGA-24-0979-01	342	yes
TCGA-24-0980-01	114	yes
TCGA-24-0982-01	206	yes
TCGA-24-1103-01	273	yes
TCGA-24-1104-01	181	yes
TCGA-24-1105-01	237	yes
TCGA-24-1413-01	123	yes
TCGA-24-1416-01	94	yes
TCGA-24-1417-01	248	yes
TCGA-24-1418-01	247	yes
TCGA-24-1419-01	115	yes
TCGA-24-1422-01	337	yes
TCGA-24-1423-01	248	yes
TCGA-24-1424-01	340	yes
TCGA-24-1425-01	210	yes
TCGA-24-1426-01	460	yes
TCGA-24-1427-01	354	yes
TCGA-24-1428-01	350	yes
TCGA-24-1430-01	167	yes
TCGA-24-1431-01	267	yes
TCGA-24-1434-01	265	yes
TCGA-24-1435-01	329	yes
TCGA-24-1436-01	311	yes
TCGA-24-1463-01	169	yes
TCGA-24-1464-01	177	yes
TCGA-24-1466-01	920	yes
TCGA-24-1467-01	218	yes
TCGA-24-1469-01	548	yes
TCGA-24-1470-01	349	yes
TCGA-24-1471-01	139	yes
TCGA-24-1474-01	364	yes
TCGA-24-1544-01	311	yes
TCGA-24-1545-01	152	yes
TCGA-24-1546-01	286	yes
TCGA-24-1548-01	209	yes
TCGA-24-1549-01	412	yes
TCGA-24-1550-01	401	yes
TCGA-24-1552-01	311	yes
TCGA-24-1553-01	447	yes
TCGA-24-1555-01	167	yes
TCGA-24-1556-01	288	yes
TCGA-24-1557-01	481	yes
TCGA-24-1558-01	320	yes
TCGA-24-1562-01	174	yes
TCGA-24-1563-01	251	yes
TCGA-24-1564-01	170	yes
TCGA-24-1565-01	83	yes
TCGA-24-1567-01	293	yes
TCGA-24-1603-01	162	yes
TCGA-24-1604-01	214	yes
TCGA-24-1614-01	252	yes
TCGA-24-1616-01	232	yes
TCGA-24-1842-01	527	yes
TCGA-24-1843-01	418	yes
TCGA-24-1844-01	169	yes
TCGA-24-1845-01	270	yes
TCGA-24-1846-01	201	yes
TCGA-24-1847-01	321	yes
TCGA-24-1849-01	131	yes
TCGA-24-1850-01	420	yes
TCGA-24-1852-02	376	yes
TCGA-24-1923-01	170	yes
TCGA-24-1927-01	329	yes
TCGA-24-1928-01	307	yes
TCGA-24-1930-01	239	yes
TCGA-24-2019-01	330	yes
TCGA-24-2020-01	422	yes
TCGA-24-2023-01	869	yes
TCGA-24-2024-01	246	yes
TCGA-24-2026-01	634	yes
TCGA-24-2027-01	312	yes
TCGA-24-2029-01	174	yes
TCGA-24-2030-01	522	yes
TCGA-24-2033-01	247	yes
TCGA-24-2035-01	204	yes
TCGA-24-2038-01	50	yes
TCGA-24-2254-01	224	yes
TCGA-24-2260-01	372	yes
TCGA-24-2261-01	199	yes
TCGA-24-2262-01	523	yes
TCGA-24-2267-01	303	yes
TCGA-24-2271-01	154	yes
TCGA-24-2280-01	390	yes
TCGA-24-2281-01	271	yes
TCGA-24-2288-01	445	yes
TCGA-24-2289-01	684	yes
TCGA-24-2290-01	305	yes
TCGA-24-2293-01	209	yes
TCGA-24-2295-01	250	yes
TCGA-24-2297-01	464	yes
TCGA-24-2298-01	610	yes
TCGA-25-1312-01	264	yes
TCGA-25-1313-01	206	yes
TCGA-25-1314-01	296	yes
TCGA-25-1315-01	394	yes
TCGA-25-1316-01	55	yes
TCGA-25-1317-01	124	yes
TCGA-25-1318-01	201	yes
TCGA-25-1319-01	248	yes
TCGA-25-1320-01	262	yes
TCGA-25-1321-01	167	yes
TCGA-25-1322-01	462	yes
TCGA-25-1323-01	337	yes
TCGA-25-1329-01	180	yes
TCGA-25-1623-01	145	yes
TCGA-25-1625-01	198	yes
TCGA-25-1626-01	68	yes
TCGA-25-1627-01	319	yes
TCGA-25-1628-01	146	yes
TCGA-25-1630-01	313	yes
TCGA-25-1631-01	137	yes
TCGA-25-1632-01	271	yes
TCGA-25-1633-01	194	yes
TCGA-25-1634-01	207	yes
TCGA-25-1635-01	155	yes
TCGA-25-1870-01	277	yes
TCGA-25-1871-01	252	yes
TCGA-25-1877-01	391	yes
TCGA-25-1878-01	163	yes
TCGA-25-2042-01	174	yes
TCGA-25-2391-01	225	yes
TCGA-25-2392-01	611	yes
TCGA-25-2393-01	421	yes
TCGA-25-2396-01	284	yes
TCGA-25-2397-01	506	yes
TCGA-25-2398-01	271	yes
TCGA-25-2399-01	189	yes
TCGA-25-2400-01	377	yes
TCGA-25-2401-01	281	yes
TCGA-25-2404-01	168	yes
TCGA-25-2408-01	67	yes
TCGA-29-1688-01	224	yes
TCGA-29-1690-01	62	yes
TCGA-29-1691-01	377	yes
TCGA-29-1692-01	291	yes
TCGA-29-1693-01	329	yes
TCGA-29-1694-01	251	yes
TCGA-29-1695-01	342	yes
TCGA-29-1696-01	154	yes
TCGA-29-1697-01	496	yes
TCGA-29-1698-01	279	yes
TCGA-29-1699-01	303	yes
TCGA-29-1701-01	316	yes
TCGA-29-1702-01	697	yes
TCGA-29-1703-01	278	yes
TCGA-29-1704-01	507	yes
TCGA-29-1705-01	271	yes
TCGA-29-1707-02	314	yes
TCGA-29-1710-02	354	yes
TCGA-29-1711-01	505	yes
TCGA-29-1761-01	574	yes
TCGA-29-1762-01	188	yes
TCGA-29-1763-01	414	yes
TCGA-29-1764-01	119	yes
TCGA-29-1766-01	233	yes
TCGA-29-1768-01	160	yes
TCGA-29-1769-01	282	yes
TCGA-29-1770-01	188	yes
TCGA-29-1771-01	84	yes
TCGA-29-1774-01	160	yes
TCGA-29-1775-01	253	yes
TCGA-29-1776-01	184	yes
TCGA-29-1777-01	359	yes
TCGA-29-1778-01	357	yes
TCGA-29-1781-01	442	yes
TCGA-29-1783-01	228	yes
TCGA-29-1784-01	271	yes
TCGA-29-1785-01	355	yes
TCGA-29-2425-01	228	yes
TCGA-29-2427-01	119	yes
TCGA-29-2428-01	219	yes
TCGA-29-2429-01	476	yes
TCGA-29-2431-01	327	yes
TCGA-29-2432-01	170	yes
TCGA-29-2434-01	615	yes
TCGA-29-2436-01	114	yes
TCGA-30-1714-01	360	yes
TCGA-30-1718-01	380	yes
TCGA-30-1853-01	243	yes
TCGA-30-1855-01	307	yes
TCGA-30-1857-01	284	yes
TCGA-30-1859-01	194	yes
TCGA-30-1860-01	534	yes
TCGA-30-1861-01	339	yes
TCGA-30-1862-01	242	yes
TCGA-30-1866-01	337	yes
TCGA-30-1867-01	229	yes
TCGA-30-1880-01	184	yes
TCGA-30-1887-01	215	yes
TCGA-30-1891-01	297	yes
TCGA-30-1892-01	184	yes
TCGA-31-1944-01	284	yes
TCGA-31-1946-01	356	yes
TCGA-31-1950-01	191	yes
TCGA-31-1951-01	475	yes
TCGA-31-1953-01	617	yes
TCGA-31-1955-01	214	yes
TCGA-31-1956-01	225	yes
TCGA-31-1959-01	269	yes
TCGA-36-1568-01	268	yes
TCGA-36-1569-01	111	yes
TCGA-36-1570-01	346	yes
TCGA-36-1571-01	278	yes
TCGA-36-1574-01	284	yes
TCGA-36-1575-01	276	yes
TCGA-36-1576-01	171	yes
TCGA-36-1577-01	281	yes
TCGA-36-1578-01	540	yes
TCGA-36-1580-01	252	yes
TCGA-36-1581-01	423	yes
TCGA-36-2530-01	417	yes
TCGA-36-2532-01	376	yes
TCGA-36-2533-01	217	yes
TCGA-36-2534-01	421	yes
TCGA-36-2537-01	219	yes
TCGA-36-2540-01	147	yes
TCGA-36-2542-01	330	yes
TCGA-36-2543-01	438	yes
TCGA-36-2544-01	509	yes
TCGA-36-2547-01	599	yes
TCGA-36-2548-01	481	yes
TCGA-36-2549-01	1270	yes
TCGA-36-2551-01	379	yes
TCGA-36-2552-01	293	yes
TCGA-42-2582-01	305	yes
TCGA-42-2587-01	986	yes
TCGA-42-2589-01	438	yes
TCGA-42-2590-01	191	yes
TCGA-42-2593-01	871	yes
TCGA-57-1582-01	364	yes
TCGA-57-1583-01	500	yes
TCGA-57-1584-01	138	yes
TCGA-57-1585-01	394	yes
TCGA-57-1586-01	340	yes
TCGA-57-1992-01	200	yes
TCGA-57-1993-01	375	yes
TCGA-57-1994-01	266	yes
TCGA-59-2348-01	407	yes
TCGA-59-2349-01	73	yes
TCGA-59-2350-01	154	yes
TCGA-59-2351-01	181	yes
TCGA-59-2352-01	305	yes
TCGA-59-2354-01	245	yes
TCGA-59-2355-01	163	yes
TCGA-59-2363-01	438	yes
TCGA-59-2372-01	247	yes
TCGA-61-1722-01	253	yes
TCGA-61-1724-01	487	yes
TCGA-61-1725-01	191	yes
TCGA-61-1727-01	305	yes
TCGA-61-1728-01	279	yes
TCGA-61-1730-01	107	yes
TCGA-61-1733-01	142	yes
TCGA-61-1734-01	229	yes
TCGA-61-1736-01	354	yes
TCGA-61-1737-01	172	yes
TCGA-61-1738-01	447	yes
TCGA-61-1740-01	275	yes
TCGA-61-1741-01	203	yes
TCGA-61-1743-01	230	yes
TCGA-61-1895-01	196	yes
TCGA-61-1899-01	276	yes
TCGA-61-1900-01	284	yes
TCGA-61-1901-01	135	yes
TCGA-61-1903-01	297	yes
TCGA-61-1904-01	113	yes
TCGA-61-1906-01	194	yes
TCGA-61-1907-01	174	yes
TCGA-61-1910-01	462	yes
TCGA-61-1911-01	293	yes
TCGA-61-1913-01	262	yes
TCGA-61-1914-01	164	yes
TCGA-61-1915-01	154	yes
TCGA-61-1917-01	799	yes
TCGA-61-1918-01	695	yes
TCGA-61-1995-01	70	yes
TCGA-61-1998-01	201	yes
TCGA-61-2000-01	778	yes
TCGA-61-2002-01	223	yes
TCGA-61-2003-01	166	yes
TCGA-61-2008-01	267	yes
TCGA-61-2009-01	97	yes
TCGA-61-2012-01	250	yes
TCGA-61-2016-01	148	yes
TCGA-61-2017-01	59	yes
TCGA-61-2018-01	243	yes
TCGA-61-2087-01	309	yes
TCGA-61-2088-01	147	yes
TCGA-61-2092-01	333	yes
TCGA-61-2094-01	195	yes
TCGA-61-2095-01	68	yes
TCGA-61-2096-01	410	yes
TCGA-61-2097-01	156	yes
TCGA-61-2098-01	213	yes
TCGA-61-2101-01	160	yes
TCGA-61-2102-01	307	yes
TCGA-61-2104-01	205	yes
TCGA-61-2109-01	252	yes
TCGA-61-2110-01	126	yes
TCGA-61-2111-01	184	yes
TCGA-61-2113-01	171	yes
TCGA-61-2612-01	198	yes
TCGA-61-2613-01	294	yes
