sample	segment_count	included
TCGA-55-A48X-01	44	yes
TCGA-55-A48Y-01	100	yes
TCGA-55-A48Z-01	106	yes
TCGA-55-A490-01	264	yes
TCGA-55-A491-01	98	yes
TCGA-55-A492-01	66	yes
TCGA-55-A493-01	69	yes
TCGA-55-A494-01	95	yes
TCGA-55-A4DF-01	122	yes
TCGA-55-A4DG-01	106	yes
TCGA-55-A57B-01	74	yes
TCGA-62-8394-01	117	yes
TCGA-62-8395-01	104	yes
TCGA-62-8397-01	64	yes
TCGA-62-8399-01	63	yes
TCGA-62-8402-01	76	yes
TCGA-62-A46O-01	261	yes
TCGA-62-A46P-01	97	yes
TCGA-62-A46R-01	47	yes
TCGA-62-A46S-01	92	yes
TCGA-62-A46U-01	89	yes
TCGA-62-A46V-01	84	yes
TCGA-62-A46Y-01	55	yes
TCGA-62-A470-01	137	yes
TCGA-62-A471-01	131	yes
TCGA-62-A472-01	68	yes
TCGA-64-1676-01	156	yes
TCGA-64-1677-01	73	yes
TCGA-64-1678-01	205	yes
TCGA-64-1679-01	80	yes
TCGA-64-1680-01	73	yes
TCGA-64-1681-01	131	yes
TCGA-64-5774-01	183	yes
TCGA-64-5775-01	139	yes
TCGA-64-5778-01	101	yes
TCGA-64-5779-01	240	yes
TCGA-64-5781-01	33	yes
TCGA-64-5815-01	80	yes
TCGA-67-3770-01	150	yes
TCGA-67-3771-01	187	yes
TCGA-67-3772-01	101	yes
TCGA-67-3773-01	134	yes
TCGA-67-3774-01	119	yes
TCGA-67-4679-01	55	yes
TCGA-67-6215-01	80	yes
TCGA-67-6216-01	87	yes
TCGA-67-6217-01	201	yes
TCGA-69-7760-01	196	yes
TCGA-69-7761-01	85	yes
TCGA-69-7763-01	92	yes
TCGA-69-7764-01	124	yes
TCGA-69-7765-01	63	yes
TCGA-69-7973-01	113	yes
TCGA-69-7974-01	88	yes
TCGA-69-7978-01	98	yes
TCGA-69-7979-01	881	yes
TCGA-69-7980-01	247	yes
TCGA-69-8253-01	83	yes
TCGA-69-8254-01	38	yes
TCGA-69-8255-01	225	yes
TCGA-69-8453-01	120	yes
TCGA-69-A59K-01	200	yes
TCGA-71-6725-01	193	yes
TCGA-73-4658-01	63	yes
TCGA-73-4659-01	112	yes
TCGA-73-4662-01	148	yes
TCGA-73-4666-01	89	yes
TCGA-73-4668-01	195	yes
TCGA-73-4670-01	224	yes
TCGA-73-4675-01	102	yes
TCGA-73-4676-01	123	yes
TCGA-73-4677-01	58	yes
TCGA-73-7498-01	83	yes
TCGA-73-7499-01	143	yes
TCGA-73-A9RS-01	249	yes
TCGA-75-5122-01	85	yes
TCGA-75-5125-01	79	yes
TCGA-75-5126-01	72	yes
TCGA-75-5146-01	169	yes
TCGA-75-5147-01	127	yes
TCGA-75-6203-01	44	yes
TCGA-75-6205-01	95	yes
TCGA-75-6206-01	85	yes
TCGA-75-6207-01	247	yes
TCGA-75-6211-01	313	yes
TCGA-75-6212-01	51	yes
TCGA-75-6214-01	180	yes
TCGA-75-7025-01	48	yes
TCGA-75-7027-01	74	yes
TCGA-75-7030-01	41	yes
TCGA-75-7031-01	292	yes
TCGA-78-7143-01	89	yes
TCGA-78-7145-01	246	yes
TCGA-78-7146-01	385	yes
TCGA-78-7147-01	370	yes
TCGA-78-7148-01	93	yes
TCGA-78-7149-01	156	yes
TCGA-78-7150-01	255	yes
TCGA-78-7152-01	104	yes
TCGA-78-7153-01	123	yes
TCGA-78-7154-01	313	yes
TCGA-78-7155-01	427	yes
TCGA-78-7156-01	81	yes
TCGA-78-7158-01	74	yes
TCGA-78-7159-01	107	yes
TCGA-78-7160-01	60	yes
TCGA-78-7161-01	318	yes
TCGA-78-7162-01	48	yes
TCGA-78-7163-01	96	yes
TCGA-78-7166-01	50	yes
TCGA-78-7167-01	158	yes
TCGA-78-7220-01	208	yes
TCGA-78-7535-01	124	yes
TCGA-78-7536-01	411	yes
TCGA-78-7537-01	60	yes
TCGA-78-7539-01	246	yes
TCGA-78-7540-01	75	yes
TCGA-78-7542-01	174	yes
TCGA-78-7633-01	63	yes
TCGA-78-8640-01	126	yes
TCGA-78-8648-01	37	yes
TCGA-78-8655-01	88	yes
TCGA-78-8660-01	86	yes
TCGA-78-8662-01	312	yes
TCGA-80-5607-01	64	yes
TCGA-80-5608-01	118	yes
TCGA-80-5611-01	207	yes
TCGA-83-5908-01	53	yes
TCGA-86-6562-01	98	yes
TCGA-86-6851-01	108	yes
TCGA-86-7701-01	169	yes
TCGA-86-7711-01	129	yes
TCGA-86-7713-01	152	yes
TCGA-86-7714-01	42	yes
TCGA-86-7953-01	203	yes
TCGA-86-7954-01	206	yes
TCGA-86-7955-01	301	yes
TCGA-86-8054-01	196	yes
TCGA-86-8055-01	98	yes
TCGA-86-8056-01	177	yes
TCGA-86-8073-01	97	yes
TCGA-86-8074-01	161	yes
TCGA-86-8075-01	136	yes
TCGA-86-8076-01	31	yes
TCGA-86-8278-01	81	yes
TCGA-86-8279-01	128	yes
TCGA-86-8280-01	149	yes
TCGA-86-8281-01	57	yes
TCGA-86-8358-01	377	yes
TCGA-86-8359-01	98	yes
TCGA-86-8585-01	81	yes
TCGA-86-8668-01	88	yes
TCGA-86-8669-01	130	yes
TCGA-86-8671-01	43	yes
TCGA-86-8672-01	94	yes
TCGA-86-8673-01	283	yes
TCGA-86-8674-01	53	yes
TCGA-86-A456-01	50	yes
TCGA-86-A4D0-01	149	yes
TCGA-86-A4JF-01	61	yes
TCGA-86-A4P7-01	42	yes
TCGA-86-A4P8-01	35	yes
TCGA-91-6828-01	105	yes
TCGA-91-6829-01	149	yes
TCGA-91-6830-01	47	yes
TCGA-91-6831-01	194	yes
TCGA-91-6835-01	50	yes
TCGA-91-6836-01	355	yes
TCGA-91-6840-01	234	yes
TCGA-91-6847-01	265	yes
TCGA-91-6848-01	238	yes
TCGA-91-6849-01	75	yes
TCGA-91-7771-01	282	yes
TCGA-91-8496-01	58	yes
TCGA-91-8497-01	73	yes
TCGA-91-8499-01	426	yes
TCGA-91-A4BC-01	48	yes
TCGA-91-A4BD-01	38	yes
TCGA-93-7347-01	50	yes
TCGA-93-7348-01	49	yes
TCGA-93-8067-01	443	yes
TCGA-93-A4JN-01	70	yes
TCGA-93-A4JO-01	58	yes
TCGA-93-A4JP-01	70	yes
TCGA-93-A4JQ-01	78	yes
TCGA-95-7039-01	334	yes
TCGA-95-7043-01	283	yes
TCGA-95-7562-01	108	yes
TCGA-95-7567-01	255	yes
TCGA-95-7944-01	96	yes
TCGA-95-7947-01	121	yes
TCGA-95-7948-01	107	yes
TCGA-95-8039-01	49	yes
TCGA-95-8494-01	117	yes
TCGA-95-A4VK-01	202	yes
TCGA-95-A4VN-01	59	yes
TCGA-95-A4VP-01	83	yes
TCGA-97-7546-01	61	yes
TCGA-97-7547-01	143	yes
TCGA-97-7552-01	45	yes
TCGA-97-7553-01	60	yes
TCGA-97-7554-01	148	yes
TCGA-97-7937-01	170	yes
TCGA-97-7938-01	64	yes
TCGA-97-7941-01	50	yes
TCGA-97-8171-01	348	yes
TCGA-97-8172-01	65	yes
TCGA-97-8174-01	190	yes
TCGA-97-8175-01	128	yes
TCGA-97-8176-01	85	yes
TCGA-97-8177-01	186	yes
TCGA-97-8179-01	69	yes
TCGA-97-8547-01	220	yes
TCGA-97-8552-01	81	yes
TCGA-97-A4LX-01	49	yes
TCGA-97-A4M0-01	154	yes
TCGA-97-A4M1-01	170	yes
TCGA-97-A4M2-01	55	yes
TCGA-97-A4M3-01	280	yes
TCGA-97-A4M5-01	46	yes
TCGA-97-A4M6-01	86	yes
TCGA-97-A4M7-01	84	yes
TCGA-99-7458-01	62	yes
TCGA-99-8025-01	203	yes
TCGA-99-8028-01	80	yes
TCGA-99-8032-01	72	yes
TCGA-99-8033-01	71	yes
TCGA-99-AA5R-01	84	yes
TCGA-J2-8192-01	87	yes
TCGA-J2-8194-01	47	yes
TCGA-J2-A4AD-01	111	yes
TCGA-J2-A4AE-01	99	yes
TCGA-J2-A4AG-01	53	yes
TCGA-L4-A4E5-01	179	yes
TCGA-L9-A443-01	61	yes
TCGA-L9-A444-01	145	yes
TCGA-L9-A50W-01	115	yes
TCGA-L9-A5IP-01	136	yes
TCGA-L9-A7SV-01	301	yes
TCGA-L9-A8F4-01	200	yes
TCGA-MN-A4N1-01	242	yes
TCGA-MN-A4N4-01	101	yes
TCGA-MN-A4N5-01	190	yes
TCGA-MP-A4SW-01	127	yes
TCGA-MP-A4T2-01	60	yes
TCGA-MP-A4T4-01	86	yes
TCGA-MP-A4T6-01	113	yes
TCGA-MP-A4T7-01	46	yes
TCGA-MP-A4T8-01	169	yes
TCGA-MP-A4T9-01	41	yes
TCGA-MP-A4TA-01	56	yes
TCGA-MP-A4TC-01	108	yes
TCGA-MP-A4TD-01	69	yes
TCGA-MP-A4TE-01	123	yes
TCGA-MP-A4TF-01	136	yes
TCGA-MP-A4TH-01	73	yes
TCGA-MP-A4TI-01	65	yes
TCGA-MP-A4TJ-01	80	yes
TCGA-MP-A4TK-01	272	yes
TCGA-MP-A5C7-01	117	yes
TCGA-NJ-A4YF-01	578	yes
TCGA-NJ-A4YG-01	67	yes
TCGA-NJ-A4YI-01	68	yes
TCGA-NJ-A4YP-01	57	yes
TCGA-NJ-A4YQ-01	123	yes
TCGA-NJ-A55A-01	39	yes
TCGA-NJ-A55O-01	68	yes
TCGA-NJ-A55R-01	47	yes
TCGA-NJ-A7XG-01	92	yes
TCGA-O1-A52J-01	294	yes
TCGA-S2-AA1A-01	82	yes
TCGA-22-A5C4-01	385	yes
TCGA-34-5241-01	151	yes
TCGA-37-4130-01	239	yes
TCGA-52-7811-01	77	yes
TCGA-56-8503-01	995	yes
TCGA-92-7340-01	66	yes
TCGA-98-A53H-01	40	yes
TCGA-18-3406-01	234	yes
TCGA-18-3407-01	93	yes
TCGA-18-3408-01	106	yes
TCGA-18-3410-01	144	yes
TCGA-18-3411-01	255	yes
TCGA-18-3412-01	233	yes
TCGA-18-3414-01	226	yes
TCGA-18-3415-01	296	yes
TCGA-18-3416-01	277	yes
TCGA-18-3417-01	180	yes
TCGA-18-3419-01	207	yes
TCGA-18-3421-01	244	yes
TCGA-18-4083-01	281	yes
TCGA-18-4086-01	169	yes
TCGA-18-4721-01	167	yes
TCGA-18-5592-01	125	yes
TCGA-21-1071-01	118	yes
TCGA-21-1072-01	123	yes
TCGA-21-1075-01	141	yes
TCGA-21-1076-01	65	yes
TCGA-21-1079-01	122	yes
TCGA-21-1080-01	140	yes
TCGA-21-1081-01	130	yes
TCGA-21-1082-01	156	yes
TCGA-21-5782-01	204	yes
TCGA-21-5783-01	326	yes
TCGA-21-5784-01	59	yes
TCGA-21-5786-01	179	yes
TCGA-21-5787-01	253	yes
TCGA-22-0940-01	139	yes
TCGA-22-0944-01	122	yes
TCGA-22-1000-01	54	yes
TCGA-22-1002-01	86	yes
TCGA-22-1005-01	78	yes
TCGA-22-1011-01	43	yes
TCGA-22-1012-01	157	yes
TCGA-22-1016-01	115	yes
TCGA-22-1017-01	203	yes
TCGA-22-4591-01	362	yes
TCGA-22-4593-01	251	yes
TCGA-22-4594-01	213	yes
TCGA-22-4595-01	313	yes
TCGA-22-4596-01	53	yes
TCGA-22-4599-01	119	yes
TCGA-22-4601-01	154	yes
TCGA-22-4604-01	265	yes
TCGA-22-4605-01	61	yes
TCGA-22-4607-01	180	yes
TCGA-22-4609-01	69	yes
TCGA-22-4613-01	253	yes
TCGA-22-5471-01	142	yes
TCGA-22-5472-01	59	yes
TCGA-22-5473-01	264	yes
TCGA-22-5474-01	98	yes
TCGA-22-5477-01	175	yes
TCGA-22-5478-01	178	yes
TCGA-22-5479-01	55	yes
TCGA-22-5480-01	125	yes
TCGA-22-5481-01	255	yes
TCGA-22-5482-01	122	yes
TCGA-22-5483-01	117	yes
TCGA-22-5485-01	137	yes
TCGA-22-5489-01	182	yes
TCGA-22-5491-01	192	yes
TCGA-22-5492-01	135	yes
TCGA-33-4532-01	348	yes
TCGA-33-4533-01	413	yes
TCGA-33-4538-01	249	yes
TCGA-33-4547-01	279	yes
TCGA-33-4566-01	169	yes
TCGA-33-4582-01	241	yes
TCGA-33-4583-01	133	yes
TCGA-33-4586-01	163	yes
TCGA-33-4587-01	180	yes
TCGA-33-4589-01	80	yes
TCGA-33-6738-01	109	yes
TCGA-33-A4WN-01	106	yes
TCGA-33-A5GW-01	120	yes
TCGA-33-AAS8-01	166	yes
TCGA-33-AASB-01	219	yes
TCGA-33-AASD-01	211	yes
TCGA-33-AASI-01	114	yes
TCGA-33-AASJ-01	269	yes
TCGA-33-AASL-01	217	yes
TCGA-34-2596-01	155	yes
TCGA-34-2600-01	173	yes
TCGA-34-2604-01	119	yes
TCGA-34-2605-01	191	yes
TCGA-34-2608-01	70	yes
TCGA-34-2609-01	255	yes
TCGA-34-5231-01	159	yes
TCGA-34-5232-01	53	yes
TCGA-34-5234-01	38	yes
TCGA-34-5236-01	93	yes
TCGA-34-5239-01	61	yes
TCGA-34-5240-01	109	yes
TCGA-34-5927-01	111	yes
TCGA-34-5928-01	209	yes
TCGA-34-5929-01	89	yes
TCGA-34-7107-01	122	yes
TCGA-34-8454-01	110	yes
TCGA-34-8455-01	65	yes
TCGA-34-8456-01	104	yes
TCGA-34-A5IX-01	276	yes
TCGA-37-3783-01	300	yes
TCGA-37-3789-01	195	yes
TCGA-37-3792-01	97	yes
TCGA-37-4129-01	36	yes
TCGA-37-4132-01	90	yes
TCGA-37-4133-01	173	yes
TCGA-37-4135-01	360	yes
TCGA-37-4141-01	110	yes
TCGA-37-5819-01	357	yes
TCGA-37-A5EL-01	139	yes
TCGA-37-A5EN-01	140	yes
TCGA-39-5011-01	207	yes
TCGA-39-5016-01	156	yes
TCGA-39-5019-01	137	yes
TCGA-39-5021-01	267	yes
TCGA-39-5022-01	51	yes
TCGA-39-5024-01	79	yes
TCGA-39-5027-01	90	yes
TCGA-39-5028-01	67	yes
TCGA-39-5029-01	227	yes
TCGA-39-5030-01	53	yes
TCGA-39-5031-01	129	yes
TCGA-39-5034-01	327	yes
TCGA-39-5035-01	202	yes
TCGA-39-5036-01	162	yes
TCGA-39-5037-01	225	yes
TCGA-39-5039-01	52	yes
TCGA-39-5040-01	111	yes
TCGA-43-2576-01	235	yes
TCGA-43-2578-01	189	yes
TCGA-43-2581-01	127	yes
TCGA-43-3394-01	152	yes
TCGA-43-3920-01	179	yes
TCGA-43-5668-01	195	yes
TCGA-43-5670-01	326	yes
TCGA-43-6143-01	351	yes
TCGA-43-6647-01	81	yes
TCGA-43-6770-01	221	yes
TCGA-43-6771-01	122	yes
TCGA-43-6773-01	40	yes
TCGA-43-7656-01	152	yes
TCGA-43-7657-01	204	yes
TCGA-43-7658-01	226	yes
TCGA-43-8115-01	102	yes
TCGA-43-8116-01	148	yes
TCGA-43-8118-01	475	yes
TCGA-43-A474-01	213	yes
TCGA-43-A475-01	61	yes
TCGA-43-A56U-01	40	yes
TCGA-43-A56V-01	116	yes
TCGA-46-3765-01	203	yes
TCGA-46-3766-01	85	yes
TCGA-46-3767-01	61	yes
TCGA-46-3768-01	123	yes
TCGA-46-3769-01	371	yes
TCGA-46-6025-01	204	yes
TCGA-46-6026-01	189	yes
TCGA-51-4079-01	205	yes
TCGA-51-4080-01	129	yes
TCGA-51-4081-01	121	yes
TCGA-52-7622-01	105	yes
TCGA-52-7809-01	181	yes
TCGA-52-7810-01	302	yes
TCGA-52-7812-01	144	yes
TCGA-56-1622-01	144	yes
TCGA-56-5897-01	73	yes
TCGA-56-5898-01	173	yes
TCGA-56-6545-01	144	yes
TCGA-56-6546-01	61	yes
TCGA-56-7221-01	101	yes
TCGA-56-7222-01	100	yes
TCGA-56-7223-01	250	yes
TCGA-56-7579-01	192	yes
TCGA-56-7580-01	114	yes
TCGA-56-7582-01	91	yes
TCGA-56-7730-01	255	yes
TCGA-56-7731-01	43	yes
TCGA-56-7822-01	96	yes
TCGA-56-7823-01	148	yes
TCGA-56-8082-01	179	yes
TCGA-56-8083-01	127	yes
TCGA-56-8201-01	80	yes
TCGA-56-8304-01	74	yes
TCGA-56-8305-01	175	yes
TCGA-56-8307-01	95	yes
TCGA-56-8308-01	157	yes
TCGA-56-8309-01	62	yes
TCGA-56-8504-01	71	yes
TCGA-56-8622-01	114	yes
TCGA-56-8623-01	33	yes
TCGA-56-8624-01	39	yes
TCGA-56-8625-01	180	yes
TCGA-56-8626-01	121	yes
TCGA-56-8628-01	109	yes
TCGA-56-8629-01	175	yes
TCGA-56-A49D-01	165	yes
TCGA-56-A4BW-01	154	yes
TCGA-56-A4BX-01	100	yes
TCGA-56-A4BY-01	124	yes
TCGA-56-A4ZJ-01	61	yes
TCGA-56-A4ZK-01	192	yes
TCGA-56-A5DR-01	69	yes
TCGA-56-A5DS-01	37	yes
TCGA-56-A62T-01	152	yes
TCGA-58-8386-01	174	yes
TCGA-58-8387-01	145	yes
TCGA-58-8388-01	81	yes
TCGA-58-8390-01	128	yes
TCGA-58-8391-01	185	yes
TCGA-58-8392-01	210	yes
TCGA-58-8393-01	61	yes
TCGA-58-A46J-01	92	yes
TCGA-58-A46K-01	128	yes
TCGA-58-A46L-01	223	yes
TCGA-58-A46M-01	219	yes
TCGA-58-A46N-01	158	yes
TCGA-60-2695-01	165	yes
TCGA-60-2697-01	56	yes
TCGA-60-2698-01	238	yes
TCGA-60-2703-01	95	yes
TCGA-60-2704-01	70	yes
TCGA-60-2706-01	354	yes
TCGA-60-2707-01	95	yes
TCGA-60-2708-01	144	yes
TCGA-60-2709-01	101	yes
TCGA-60-2710-01	116	yes
TCGA-60-2711-01	229	yes
TCGA-60-2713-01	179	yes
TCGA-60-2714-01	198	yes
TCGA-60-2716-01	58	yes
TCGA-60-2719-01	199	yes
TCGA-60-2720-01	60	yes
TCGA-60-2721-01	142	yes
TCGA-60-2722-01	246	yes
TCGA-60-2723-01	164	yes
TCGA-60-2724-01	122	yes
TCGA-60-2725-01	161	yes
TCGA-60-2726-01	137	yes
TCGA-63-5128-01	157	yes
TCGA-63-5131-01	248	yes
TCGA-63-6202-01	109	yes
TCGA-63-7020-01	107	yes
TCGA-63-7021-01	72	yes
TCGA-63-7022-01	59	yes
TCGA-63-7023-01	232	yes
TCGA-63-A5M9-01	176	yes
TCGA-63-A5MB-01	310	yes
TCGA-63-A5MG-01	45	yes
TCGA-63-A5MH-01	106	yes
TCGA-63-A5MI-01	176	yes
TCGA-63-A5MJ-01	134	yes
TCGA-63-A5ML-01	119	yes
TCGA-63-A5MM-01	94	yes
TCGA-63-A5MN-01	35	yes
TCGA-63-A5MP-01	96	yes
TCGA-63-A5MR-01	83	yes
TCGA-63-A5MS-01	57	yes
TCGA-63-A5MT-01	111	yes
TCGA-63-A5MU-01	127	yes
TCGA-63-A5MV-01	100	yes
TCGA-63-A5MW-01	286	yes
TCGA-63-A5MY-01	362	yes
TCGA-66-2727-01	367	yes
TCGA-66-2734-01	48	yes
TCGA-66-2737-01	87	yes
TCGA-66-2742-01	113	yes
TCGA-66-2744-01	204	yes
TCGA-66-2753-01	145	yes
TCGA-66-2754-01	498	yes
TCGA-66-2755-01	85	yes
TCGA-66-2756-01	359	yes
TCGA-66-2757-01	167	yes
TCGA-66-2758-01	330	yes
TCGA-66-2759-01	195	yes
TCGA-66-2763-01	183	yes
TCGA-66-2765-01	62	yes
TCGA-66-2766-01	397	yes
TCGA-66-2767-01	126	yes
TCGA-66-2768-01	189	yes
TCGA-66-2769-01	149	yes
TCGA-66-2770-01	85	yes
TCGA-66-2771-01	149	yes
TCGA-66-2773-01	148	yes
TCGA-66-2777-01	242	yes
TCGA-66-2778-01	64	yes
TCGA-66-2780-01	137	yes
TCGA-66-2781-01	259	yes
TCGA-66-2782-01	103	yes
TCGA-66-2783-01	272	yes
TCGA-66-2785-01	168	yes
